budget,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,rating
14000000,87729,en,1.596058,3/31/1995,2474000,139,Released,Jefferson in Paris,5.2,10,2
5456344,18713,en,0.748846,2/3/1995,477577445,82,Released,The Jerky Boys,4.8,10,5
60000000,6280,en,6.710215,11/22/1994,37000000,109,Released,Junior,4.7,381,5
4645677,9061,en,9.195256,2/17/1995,4567777,102,Released,Just Cause,6,124,5
55678888,37108,en,5.874511,8/11/1995,76787888,89,Released,A Kid in King Arthur's Court,4.3,40,3
40000000,6071,en,7.797512,4/21/1995,6576788,101,Released,Kiss of Death,5.7,83,5
11000000,11,en,42.149697,5/25/1977,775398007,121,Released,Star Wars,8.1,6778,5
18000000,9587,en,9.774994,12/21/1994,878999009,115,Released,Little Women,7,222,5
17000000,19101,en,7.731725,5/10/1995,77898990,97,Released,A Little Princess,7.4,207,3
66778787,49980,en,0.84508,2/18/1994,6778788,101,Released,Ladybird Ladybird,7.4,14,2
10000000,17961,fr,1.948315,2/16/1994,7678788998,100,Released,L'Enfer,6.6,22,5
2000000,18183,es,4.126083,4/16/1992,21665468,105,Released,Like Water for Chocolate,6.6,70,4
30000000,4476,en,12.199047,12/16/1994,160638883,133,Released,Legends of the Fall,7.2,636,5
7878889,11008,en,9.253362,3/24/1995,67888899,95,Released,Major Payne,6.1,164,4
5566777,47504,en,1.861292,10/27/1994,76787888,98,Released,Little Odessa,6.4,31,4
767778,32325,en,1.788829,6/8/1994,677888899,92,Released,Mi Vida Loca,5.7,9,4
60000000,43742,en,3.290192,10/21/1994,78899997,108,Released,Love Affair,4.3,11,4
17000000,28313,en,7.698526,3/17/1995,7603766,106,Released,Losing Isaiah,6.4,28,5
6768788,11318,en,4.81307,12/28/1994,76787878,107,Released,The Madness of King George,6.7,67,3
45000000,3036,en,14.287753,11/4/1994,112006296,123,Released,Mary Shelley's Frankenstein,6.1,272,5
7687878,40490,en,2.558118,3/3/1995,76878787,96,Released,Man of the House,5.1,40,5
15000000,24070,en,2.899608,12/21/1994,78799966,97,Released,Mixed Nuts,5.2,37,5
7878999,8986,en,3.770115,8/31/1994,18137661,108,Released,Milk Money,5.6,49,4
65767677,10510,en,5.831622,11/18/1994,46264384,114,Released,Miracle on 34th Street,6.4,199,5
78999,17402,en,1.137266,1/27/1995,5,95,Released,Miami Rhapsody,5.6,7,5
5500000,38722,en,3.121288,5/3/1995,678787989,128,Released,My Family,7,11,5
76878978,8438,en,9.518564,1/20/1995,17381942,122,Released,Murder in the First,6.9,140,5
76678787,11593,en,2.891269,12/23/1994,78879898,110,Released,Nobody's Fool,7,56,4
31000000,1945,en,5.930957,12/23/1994,106683817,112,Released,Nell,6.1,128,5
5435454,39310,en,0.629955,4/19/1995,77776768,98,Released,New Jersey Drive,6.9,7,5
676878,109560,en,0.004537,8/14/1993,78798989,93,Released,New York Cop,0,0,5
4800000,56428,en,0.426952,4/22/1994,879898,89,Released,Beyond Bedlam,4,4,4
78798989,63105,en,1.466491,9/26/1995,66788898,83,Released,Nemesis 2 - Nebula,4.6,10,5
78678989,131957,en,0.769522,3/3/1995,6787898,100,Released,Nina Takes a Lover,7.4,4,3
34000000,241,en,11.226856,8/25/1994,50282766,119,Released,Natural Born Killers,6.9,927,5
78898977,9058,en,4.936761,9/17/1994,989090909,115,Released,Only You,6.4,92,5
87989899,527,en,4.025276,9/2/1994,2201126,99,Released,Once Were Warriors,7.6,106,4
67898909,18220,en,6.448039,1/16/1996,87989999,106,Released,Poison Ivy II: Lily,4.6,32,5
50000000,6950,en,13.676444,3/10/1995,189859560,127,Released,Outbreak,6.4,522,4
16000000,101,fr,20.477329,9/14/1994,45284974,110,Released,Leon: The Professional,8.2,4293,4
11000000,63020,en,1.433544,5/12/1995,2832826,113,Released,The Perez Family,6.6,9,5
779898989,2307,en,0.463307,4/28/1995,89898989,94,Released,A Pyromaniac's Love Story,7,2,5
8000000,680,en,140.950236,9/10/1994,213928762,154,Released,Pulp Fiction,8.3,8670,5
4343545,41478,en,7.160149,11/10/1995,6834525,124,Released,Panther,6.4,6,3
400000,25296,zh,1.638622,2/1/1992,152322,105,Released,Pushing Hands,6.1,9,5
676878,40156,en,1.881932,1/1/1994,4176932,98,Released,Priest,6.4,32,4
6776878787,11450,en,7.772505,9/16/1994,678788899,133,Released,Quiz Show,7.1,262,3
5465656,30304,en,1.296912,5/5/1995,787989898,94,Released,Picture Bride,7.4,5,5
3454545,10452,fr,4.405405,5/13/1994,7687888656,162,Released,Queen Margot,7,67,5
32000000,12106,en,7.54701,2/9/1995,18552460,107,Released,The Quick and the Dead,6.2,431,4
22000000,161495,sv,3.395867,3/1/1995,12400000,108,Released,Roommates,6.4,7,4
15000000,3586,en,6.259433,12/23/1994,11300653,133,Released,Pr?¦t-?ÿ-Porter,5.3,33,4
455656,110,fr,7.832755,5/27/1994,6576788,99,Released,Three Colors: Red,7.8,246,5
3545656,108,fr,8.843517,1/10/1993,67888899,98,Released,Three Colors: Blue,7.7,311,4
454565,109,fr,6.5898,1/26/1994,5677888,91,Released,Three Colors: White,7.3,218,5
56576778,159185,zh,0.078257,10/14/1994,56576777,111,Released,"Red Firecracker, Green Firecracker",7,2,5
454656,36357,en,1.155255,1/1/1995,4656777,85,Released,Rent-a-Kid,5.1,15,4
5465767,92769,en,0.499601,10/3/1995,5657677,90,Released,Relative Fear,4.7,3,1
4565676,28033,en,1.390885,4/12/1995,56788898,95,Released,Stuart Saves His Family,5,6,5
35000000,22586,en,8.910462,11/18/1994,9771658,89,Released,The Swan Princess,6.5,251,5
44656767,14334,en,1.750481,1/1/1994,67878888,97,Released,The Secret of Roan Inish,6.1,15,3
45000000,2636,en,10.388183,10/7/1994,170362582,110,Released,The Specialist,5.5,317,4
55000000,2164,en,13.328924,10/27/1994,196567262,121,Released,Stargate,6.8,942,4
22000000,11395,en,9.665424,11/10/1994,189833357,97,Released,The Santa Clause,6.3,501,5
25000000,278,en,51.645403,9/23/1994,28341469,142,Released,The Shawshank Redemption,8.5,8358,5
57687878,9905,en,8.223026,12/22/1994,678788666,92,Released,Shallow Grave,7,247,4
67667877,87078,en,1.298224,9/14/1993,102780,96,Released,Suture,6,7,1
67678787,12527,es,1.777197,1/1/1993,67879899,108,Released,Strawberry and Chocolate,7.1,16,5
667688,20306,en,5.869261,9/10/1994,6788989,101,Released,Swimming with Sharks,6.7,104,5
32,36614,en,1.407427,7/12/1994,0,100,Released,The Sum of Us,6,21,4
678989,27993,en,5.05806,9/8/1995,7788989,91,Released,Senior Trip,5.7,23,5
4657678,31439,zh,5.260627,6/30/1994,778898,125,Released,To Live,7.7,62,5
25000000,9067,en,7.602087,3/31/1995,4064495,98,Released,Tank Girl,5.5,140,3
67898989,9059,en,9.455342,1/13/1995,6787878,92,Released,Tales from the Crypt: Demon Knight,6.7,96,3
38000000,193,en,8.105708,11/17/1994,120000000,118,Released,Star Trek: Generations,6.4,461,5
6000000,25066,en,2.86007,5/24/1995,12000000,98,Released,Tales from the Hood,5.4,33,5
7678787,46797,en,0.704204,4/15/1994,7678989,115,Released,Tom & Viv,5.8,8,2
5767788,12122,en,6.529879,4/28/1995,7878989,99,Released,Village of the Damned,5.6,165,1
6678989,11381,en,11.971318,3/31/1995,32648673,97,Released,Tommy Boy,6.8,321,4
77898090,32636,en,7.039846,9/13/1994,68789899,119,Released,Vanya on 42nd Street,6.1,15,5
6500000,36141,en,2.059771,4/28/1995,6777878,99,Released,The Underneath,5.6,15,5
78788989,95963,en,0.620873,2/24/1995,5676788,88,Released,The Walking Dead,6.6,4,3
11000000,1587,en,10.3919,12/17/1993,10032765,118,Released,What's Eating Gilbert Grape,7.5,943,5
30000000,9271,en,5.188399,8/4/1995,24048000,106,Released,Virtuosity,5.4,163,5
17000000,2064,en,15.783615,4/21/1995,182057016,103,Released,While You Were Sleeping,6.5,340,3
4567678,19855,en,3.908596,11/4/1994,6788898,126,Released,The War,6.3,39,5
78787,60855,en,0.372239,9/7/1994,759393,87,Released,Double Happiness,5.5,2,4
3000000,236,en,5.254847,9/29/1994,15119639,106,Released,Muriel's Wedding,6.9,104,5
787878,48287,en,2.15805,8/18/1995,7898900,94,Released,The Baby-Sitters Club,5.3,23,5
15000000,3049,en,11.247957,2/4/1994,107217396,86,Released,Ace Ventura: Pet Detective,6.4,1684,4
768787,2759,en,8.328596,5/31/1994,11220670,104,Released,"The Adventures of Priscilla, Queen of the Desert",7.2,174,4
7687788,12635,en,2.487951,4/1/1994,7878989,100,Released,Backbeat,6.2,37,4
5000000,10497,en,11.298195,9/2/1992,1862805,139,Released,Bitter Moon,7,115,5
7878787,11382,en,5.72288,10/14/1994,6767878,98,Released,Bullets Over Broadway,7,130,4
62000000,9331,en,7.513245,8/3/1994,215887717,141,Released,Clear and Present Danger,6.4,390,2
45000000,10731,en,15.263829,7/20/1994,117615211,119,Released,The Client,6.4,287,4
7668787,10464,en,6.924689,8/12/1994,87879898,115,Released,"Corrina, Corrina",6.4,83,5
767878,34152,en,2.533022,5/13/1994,76878787,115,Released,Crooklyn,6.7,31,4
15000000,9495,en,15.799336,5/11/1994,94000000,102,Released,The Crow,7.3,980,3
7676877,29973,en,2.583363,12/2/1994,1007583,128,Released,Cobb,6.1,29,5
46000000,888,en,15.019586,5/26/1994,341631208,91,Released,The Flintstones,5,559,2
55000000,13,en,48.307194,7/6/1994,677945399,142,Released,Forrest Gump,8.2,8147,4
6000000,712,en,8.990345,3/9/1994,254700832,117,Released,Four Weddings and a Funeral,6.6,654,4
6786778,16295,en,7.817811,1/11/1995,38290723,127,Released,Higher Learning,6.4,49,4
6767878,48992,en,0.289295,10/14/1994,1777020,104,Released,I Like It Like That,6.3,4,4
45000000,10879,en,3.570874,6/29/1994,61947267,123,Released,I Love Trouble,5.3,41,4
78798989,10660,en,11.272073,7/29/1994,7879899,101,Released,It Could Happen to You,6.1,154,3.5
78797989,10714,en,10.714235,12/23/1994,87880909,111,Released,The Jungle Book,5.9,107,4.5
6788980,41647,en,0.568884,9/11/1993,449707,180,Released,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5,3.5
45000000,8587,en,21.605761,6/23/1994,788241776,89,Released,The Lion King,8,5520,4
35000000,1689,en,5.681522,12/1/1993,4858139,140,Released,Little Buddha,6,76,4
14000000,11596,en,9.860522,10/13/1994,18090181,112,Released,New Nightmare,6.4,297,4
23000000,854,en,14.13488,7/29/1994,351583407,101,Released,The Mask,6.6,2550,4
67787897,9359,en,15.050326,5/20/1994,76789989,127,Released,Maverick,6.6,490,4
6687887,23333,en,4.739054,9/7/1994,87798989,125,Released,Mrs. Parker and the Vicious Circle,6.3,20,4.5
30000000,36593,en,10.587232,3/18/1994,51132598,83,Released,The Naked Gun 33??: The Final Insult,6.4,535,4
6000000,12280,en,4.006063,3/18/1994,78798989,112,Released,The Paper,6.1,40,3.5
11500000,2788,en,6.514592,2/18/1994,20079850,99,Released,Reality Bites,6.5,180,4
8000000,10427,en,5.137903,7/8/1993,2000000,98,Released,Red Rock West,6.4,71,5
40000000,11011,en,6.595255,12/19/1994,87798909,95,Released,Ri?hie Ri?h,5.4,426,3.5
87899890,49803,en,4.931565,12/1/1994,77889899,98,Released,Safe Passage,4.9,7,2.5
45000000,8987,en,10.511241,9/30/1994,78898898,111,Released,The River Wild,6.1,214,3.5
30000000,1637,en,10.859292,6/9/1994,350448145,116,Released,Speed,6.8,1814,4
767879898,15128,en,2.334226,12/16/1994,687899898,99,Released,Speechless,5.5,24,4
27000000,8831,en,8.907074,9/15/1994,101646581,99,Released,Timecop,5.5,288,5
115000000,36955,en,11.396099,7/14/1994,378882411,141,Released,True Lies,6.8,1138,3
6576768,10449,en,4.322544,4/29/1994,50021959,126,Released,When a Man Loves a Woman,6,71,2.5
876878988,10395,en,14.063845,6/17/1994,668779909,125,Released,Wolf,6,221,4
63000000,12160,en,9.277147,6/24/1994,25052000,191,Released,Wyatt Earp,6.5,203,4
76876878,40480,en,0.912415,1/20/1995,76878789,108,Released,Bad Company,4.9,12,5
7676878,52038,en,0.406113,12/22/1994,888953,99,Released,A Man of No Importance,6.5,2,3.5
7687899,29444,en,2.504529,9/15/1994,7687788,96,Released,S.F.W.,6.1,22,4.5
10000000,26352,en,3.021526,11/23/1994,29392418,100,Released,A Low Down Dirty Shame,6,31,3.5
8787898,39953,en,0.054148,9/30/1994,7877899,91,Released,"Boys Life: Three Stories of Love, Lust, and Liberation",2,1,4
78687897,41580,fr,0.934312,1/1/1994,7887998,110,Released,Colonel Chabert,5.9,9,4
45000,315,en,4.220541,8/6/1965,67889889,83,Released,"Faster, Pussycat! Kill! Kill!",6.5,59,4
7000000,22067,en,0.912909,9/28/1994,20851521,119,Released,Jason's Lyric,5.9,9,4.5
7677687,18242,en,0.381704,12/10/1993,7987988,61,Released,The Secret Adventures of Tom Thumb,7.1,8,4.5
35000000,11667,en,13.58449,12/22/1994,99423521,102,Released,Street Fighter,4.1,330,4
768788,32502,en,2.342756,9/15/1995,7890909,92,Released,Coldblooded,6.7,13,4
7867898,267188,en,0.251223,12/31/1997,7798980,97,Released,Desert Winds,0,0,3.5
6768787,28732,en,1.108494,5/13/1995,76879898,88,Released,Fall Time,6.3,6,1.5
787988,75555,en,0.268043,1/20/1995,78899890,98,Released,The Fear,3.4,7,5
676879,42981,en,0.142357,10/20/1995,77989899,89,Released,Frank and Ollie,7.5,4,4
67879798,278939,en,0.405392,10/24/1995,787987989,89,Released,Girl in the Cadillac,10,1,4
6576877,291731,en,0.014925,5/3/1995,87879898,97,Released,Homage,0,0,3.5
656767,226229,en,0.302957,11/21/1995,87989090,92,Released,Mirage,4,1,4
768798,203119,en,0.012456,5/3/1996,87890909,97,Released,Open Season,0,0,3.5
778798,172923,en,0.233376,5/26/1995,879889,88,Released,Dos Cr??menes,5,1,4
8768788,316098,en,0.0368,3/1/1995,89809090,115,Released,Brother Minister: The Assassination of Malcolm X,4,1,4.5
26000000,8011,en,6.866634,11/29/1994,36800000,99,Released,Highlander: The Final Dimension,4.5,110,4
7687678,171857,en,0.100685,2/24/1995,787987899,97,Released,Federal Hill,5,2,3.5
8000000,2654,en,8.497643,12/12/1994,8946600,95,Released,In the Mouth of Madness,7.1,307,3.5
7898999,18069,en,1.888534,2/25/1994,7867778,105,Released,8 Seconds,7.2,22,3.5
76898909,19092,en,4.38154,3/23/1994,77878899,96,Released,Above the Rim,6.7,40,3.5
657677,2758,en,17.555909,11/19/1993,48919043,94,Released,Addams Family Values,6.5,537,3.5
56567887,38129,en,0.394194,4/27/1994,76788989,84,Released,Martin Lawrence: You So Crazy,4.5,4,3.5
34000000,10436,en,8.013617,9/17/1993,32255440,139,Released,The Age of Innocence,7,172,4
7898989,13595,en,7.09232,8/5/1994,76878788,92,Released,Airheads,5.8,222,3.5
17080000,46094,en,1.896273,1/7/1994,21011500,107,Released,The Air Up There,5.1,42,4.5
5677778,9409,en,12.967239,7/22/1993,56776787,105,Released,Another Stakeout,4.9,58,3.5
768878,11853,en,14.644772,4/22/1994,15240435,99,Released,Bad Girls,4.6,61,4
3200000,16771,en,1.632711,7/29/1994,788989,100,Released,Barcelona,6.6,20,4
40000000,46924,en,2.783872,5/6/1994,8798989909,122,Released,Being Human,5,15,3.5
779898,11041,en,5.673735,10/15/1993,657667887,93,Released,The Beverly Hillbillies,5,86,4.5
50000000,306,en,11.787784,5/24/1994,119208989,104,Released,Beverly Hills Cop III,5.5,445,3.5
76787888,14522,en,8.398845,7/29/1994,78798989,88,Released,Black Beauty,6.6,68,3.5
666777,26203,en,3.00282,1/26/1994,16668552,106,Released,Blink,6.3,45,4.5
7788989,178,en,13.155071,7/1/1994,30156002,121,Released,Blown Away,6,126,3.5
6787878,19819,en,6.131056,2/18/1994,7687898,108,Released,Blue Chips,5.7,41,3
77999898,57834,en,4.993829,9/16/1994,78887766,101,Released,Blue Sky,6.1,28,4.5
13000000,4722,en,6.559693,6/9/1993,428868,87,Released,Body Snatchers,5.8,102,3.5
76778778,18215,en,4.304224,6/18/1993,1796389,107,Released,Boxing Helena,4.5,59,4.5
22000000,1607,en,6.115628,9/14/1993,17287898,121,Released,A Bronx Tale,7.4,447,4.5
766787,26391,en,1.679042,1/7/1994,3662459,80,Released,Cabin Boy,4.9,28,4
13000000,117553,en,1.316741,9/3/1993,2570145,90,Released,Calendar Girl,3.7,10,3.5
30000000,6075,en,8.698509,11/10/1993,36516012,144,Released,Carlito's Way,7.7,805,4.5
7868789,11310,en,8.605703,6/10/1994,56687888,116,Released,City Slickers II: The Legend of Curly's Gold,4.9,103,3
7676878,18658,en,2.724621,5/6/1994,7355425,107,Released,Clean Slate,5.7,25,4
70000000,9350,en,9.830853,5/28/1993,255000211,112,Released,Cliffhanger,6.1,600,3.5
7979890800,9612,en,10.722729,7/23/1993,798798989,88,Released,Coneheads,4.8,228,4
40000000,2124,en,14.228963,8/19/1994,19726050,121,Released,Color of Night,5.4,117,4
45566777,26261,en,7.042878,4/15/1994,67688989,93,Released,Cops & Robbersons,5,36,4
6688876645,19176,en,4.286279,6/3/1994,6578668766,102,Released,The Cowboy Way,5.1,38,2.5
6768787,49299,en,2.70097,11/19/1993,65578767,108,Released,Dangerous Game,5.4,9,4
657868788,11566,en,13.696394,5/7/1993,63000000,110,Released,Dave,6.3,205,4
6900000,9571,en,6.8652,9/24/1993,7993039,102,Released,Dazed and Confused,7.4,588,4
57000000,9739,en,11.626116,10/8/1993,159055768,115,Released,Demolition Man,6.4,1018,3.5
678769879,24257,en,0.408159,6/3/1994,7677998900,109,Released,The Endless Summer 2,7.1,12,4.5
8000000,34444,en,2.970724,5/13/1994,78678698,96,Released,Even Cowgirls Get the Blues,4.2,29,4
76876897,26141,en,3.555139,10/29/1993,76558697,91,Released,Fatal Instinct,5.4,37,4.5
76876988,10997,zh,4.875827,9/16/1993,687769879,171,Released,Farewell My Concubine,7.8,98,4.5
6878797,50463,en,1.344876,4/29/1994,768698900,97,Released,The Favor,3.3,6,3.5
6697989,10443,en,9.284624,10/15/1993,87979800,122,Released,Fearless,6.8,80,5
5869678,20239,en,0.985441,10/28/1994,769960890,88,Released,Fear of a Black Hat,5.8,11,4
79808009,16297,en,2.969003,4/29/1994,767999099,103,Released,With Honors,6.1,54,4.5
6796709,18551,en,1.896869,11/5/1993,9488998,126,Released,Flesh and Bone,6.2,22,4
6568688,25440,en,0.409427,5/13/1994,767787878,101,Released,Widows' Peak,4.3,3,4.5
30000000,9024,en,8.468869,10/1/1993,11146270,94,Released,For Love or Money,5.7,77,4
42000000,37233,en,9.678367,6/30/1993,270248367,154,Released,The Firm,6.6,513,4
20000000,1634,en,5.990572,7/16/1993,153698625,112,Released,Free Willy,6,429,4.5
568688,13815,en,3.970215,8/24/1994,676868787,114,Released,Fresh,7.6,56,4
44000000,5503,en,10.08937,8/6/1993,368875760,130,Released,The Fugitive,7.2,1240,2
35000000,35588,en,4.653462,12/10/1993,18635620,115,Released,Geronimo: An American Legend,5.9,44,2
67585767,2087,en,14.214403,2/11/1994,87979930,115,Released,The Getaway,5.4,81,5
30000000,41579,en,2.410545,6/17/1994,87798090,109,Released,Getting Even with Dad,4.5,43,4
6769888,18620,en,0.775898,6/10/1994,6758596789,83,Released,Go Fish,3.9,5,4
6869787,41006,en,5.22583,7/14/1994,76876688,94,Released,A Good Man in Africa,5.2,11,5
76697899,4916,en,5.385108,6/4/1993,22886222,107,Released,Guilty as Sin,5.6,21,4.5
18000000,2019,en,7.834351,8/20/1993,74189677,97,Released,Hard Target,6.1,237,4.5
33000000,31642,en,4.190541,12/24/1993,86878789,140,Released,Heaven & Earth,6.4,51,4.5
25000000,9255,en,13.482371,5/21/1993,133752825,86,Released,Hot Shots! Part Deux,6.2,463,4.5
76879987,26271,en,2.138959,12/8/1995,877879898,95,Released,Live Nude Girls,4.7,12,2
76879798,10612,en,5.331753,5/12/1995,6878987798,99,Released,The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83,2
25000000,2259,en,10.687795,10/19/1993,6768979989,140,Released,The House of the Spirits,6.7,135,2
76879899,16097,en,0.996047,1/1/1994,6768789990,100,Released,House Party 3,4.6,11,2
30000000,11934,en,7.550545,3/11/1994,657868688,111,Released,The Hudsucker Proxy,7.1,280,0.5
40000000,106143,en,1.742974,2/4/1994,76879898,115,Released,I'll Do Anything,5.7,18,3
65769798,12475,en,6.071466,8/12/1994,28881266,91,Released,In the Army Now,4.7,54,3
40000000,9386,en,12.637158,7/8/1993,176997168,128,Released,In the Line of Fire,6.8,392,4
13000000,7984,en,7.405895,12/12/1993,65796862,133,Released,In the Name of the Father,7.6,363,4
6576778,59930,en,0.613335,4/22/1994,8880705,110,Released,The Inkwell,3.9,5,4
68687878,15765,en,14.820883,6/9/1993,87897809,118,Released,What's Love Got to Do with It,6.9,75,3.5
30000000,31643,en,4.563989,3/30/1994,768908090,112,Released,Jimmy Hollywood,4.6,17,3
5686878,6,en,5.538671,10/15/1993,12136938,110,Released,Judgment Night,6.4,79,4
63000000,329,en,8.863776,6/11/1993,920100000,127,Released,Jurassic Park,7.6,4956,1
9000000,10909,en,8.4337,9/1/1993,2395231,117,Released,Kalifornia,6.5,209,2
1500000,507,en,4.948569,10/1/1993,418961,96,Released,Killing Zoe,6.1,111,4
768798798,34024,en,4.375347,8/20/1993,7877989,103,Released,King of the Hill,6.4,33,3
655867879,29918,en,3.645342,7/22/1994,76787989,94,Released,Lassie,6.1,54,4.5
85000000,9593,en,9.434006,6/18/1993,137298489,130,Released,Last Action Hero,6.1,725,3
768769879,42580,en,6.446229,6/4/1993,0,91,Released,Life With Mikey,5.1,24,1
76877989,22317,en,2.913584,3/11/1994,87980980,98,Released,Lightning Jack,5.7,40,4
76798800,1413,en,6.516976,9/9/1993,1499795,101,Released,M. Butterfly,6.6,35,3.5
22000000,12121,en,5.43085,5/27/1993,8779000,111,Released,Made in America,5.3,86,1.5
7678698,2246,en,9.861672,9/29/1993,46405336,107,Released,Malice,5.9,105,1.5
7989090,10502,en,5.997712,8/25/1993,24760338,114,Released,The Man without a Face,6.2,125,1.5
13500000,10440,en,8.939404,8/18/1993,11285588,104,Released,Manhattan Murder Mystery,7.1,169,5
3500000,9516,en,5.260924,5/26/1993,27900000,97,Released,Menace II Society,7.2,179,3
55000000,2320,en,13.106291,3/15/1996,121969216,133,Released,Executive Decision,5.8,261,5
76879890,5879,ja,8.932494,5/15/1976,7687989,105,Released,In the Realm of the Senses,6.5,112,4
76977809,83718,en,0.534606,9/9/1994,76878989,91,Released,What Happened Was...,7,7,3.5
8000000,11971,en,8.62724,5/7/1993,8708090,111,Released,Much Ado About Nothing,7.2,194,4
87978989,2625,en,6.579753,10/8/1993,768798898,114,Released,Mr. Jones,5.9,35,3
7689897,31911,en,13.011091,10/15/1993,879088909,98,Released,Mr. Wonderful,5.5,11,4.5
25000000,788,en,11.16553,11/24/1993,441286195,125,Released,Mrs. Doubtfire,7,1638,3
897080090,21450,en,8.665198,9/14/1993,8797989889,131,Released,Naked,7.5,105,3
12000000,11231,en,9.9697,7/18/1994,15826984,107,Released,The Next Karate Kid,4.8,202,3
76869779,41588,en,0.596207,9/16/1994,89789809,112,Released,The New Age,4.8,5,3
